id,category,name,description,measure,price,visible,featured,discount,tags,images
jarrones-01,jarrones,Set de 2 Esculturas Entrelazadas,"Dos esculturas abstractas blancas que evocan conexión y abrazo. De diseño minimalista y románticas, perfectas para darle un toque artístico a cualquier rincón de tu hogar.","Grande 23 cm, Pequeña 19 cm",300,TRUE,FALSE,,"escultura, abstracta, blanca, romántica, pareja, decoración, minimalista","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/escultura-1-6.jpeg"
jarrones-02,jarrones,Florero Vasija Blanco Minimalista,Florero de cerámica color blanco estilo minimalista de vasija con asa. Perfecto para todos los espacios de tu hogar y darle un acento cálido y rústico moderno.,25 cm de altura,175,TRUE,FALSE,,"florero, blanco, cerámica, vasija, minimalista, asa","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-2-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-2-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-2-3.jpeg"
jarrones-03,jarrones,Set de 2 Jarrones Dona Negro y Zapote,"Set de 2 jarrones de cerámica en acabado negro y zapote, forma dona, estilo minimalista. Un contraste elegante perfecto para todos los espacios de tu hogar.","Grande 23 cm, Pequeña 20 cm",300,TRUE,FALSE,,"jarrón, dona, negro, zapote, terracota, cerámica, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-3-7.jpeg"
jarrones-04,jarrones,Set de 2 Jarrones Entrelazados Negros,"Set de 2 jarrones de cerámica entrelazados estilo minimalista, en acabado negro mate. Sus formas orgánicas (creciente y dona) crean una composición escultural única para tu hogar.","Grande 23 cm, Pequeña 18 cm",300,TRUE,FALSE,,"jarrón, entrelazado, negro, cerámica, creciente, dona, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-4-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-4-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-4-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-4-5.jpeg"
jarrones-05,jarrones,Set de 2 Jarrones Dona Negro Mate,"Set de 2 jarrones de cerámica lisos color negro forma de dona, estilo minimalista. Perfectos para todos los espacios de tu hogar; aportan profundidad y elegancia.","Grande 23 cm, Pequeña",300,TRUE,FALSE,,"jarrón, dona, negro, mate, cerámica, minimalista, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-5-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-5-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-5-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-5-4.jpeg"
jarrones-06,jarrones,Set de 3 Jarrones Dona Blancos,"Set de 3 jarrones de cerámica blancos lisos forma de dona estilo minimalista, perfectos para todos los espacios de tu hogar. Llenan de calidez y pureza cualquier repisa.","Grande 20 cm, Mediano 18 cm, Pequeño 15 cm",350,TRUE,FALSE,,"jarrón, dona, blanco, cerámica, minimalista, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-6-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-6-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-6-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-6-4.jpeg"
jarrones-07,jarrones,Set de 2 Jarrones Blancos Irregulares,"Set de 2 jarrones de cerámica blancos irregulares con textura, estilo orgánico minimalista. Sus formas únicas aportan un aire artístico y natural a tu hogar.","Grande 20 cm, Pequeña 14 cm",300,TRUE,FALSE,,"jarrón, blanco, irregular, textura, orgánico, cerámica, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-7.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-7-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-7-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-7-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-7-4.jpeg"
jarrones-08,jarrones,Set de 2 Jarrones Dona Blancos Lisos,"Set de 2 jarrones de cerámica blancos lisos forma de dona, estilo minimalista. Perfectos para todos los espacios de tu hogar; transmiten paz y pureza.","Grande 23 cm, Pequeña",300,TRUE,FALSE,,"jarrón, dona, blanco, liso, cerámica, minimalista, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-8-5.jpeg"
jarrones-09,jarrones,Set de 2 Jarrones Blancos Orgánicos,"Set de 2 jarrones de cerámica blancos de formas orgánicas (arco y dona), estilo minimalista escultural. Perfectos para darle un aire contemporáneo y artístico a tu espacio.","Grande 23 cm, Pequeña 18 cm",300,TRUE,FALSE,,"jarrón, blanco, orgánico, arco, dona, cerámica, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-9-7.jpeg"
jarrones-10,jarrones,Set de 2 Jarrones Origami Gris Degradado,"Set de 2 jarrones altos con diseño geométrico tipo origami en degradado gris a blanco. Un statement piece moderno y elegante para mesas de entrada, comedores o salas.","Grande 30 cm, Pequeña 27 cm",300,TRUE,FALSE,,"jarrón, gris, degradado, origami, geométrico, moderno, alto, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-10.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-10-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-10-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-10-3.jpeg"
jarrones-11,jarrones,Set de 2 Jarrones Irregulares Negros,Set de 2 jarrones de cerámica color negro irregulares estilo minimalista. Sus formas orgánicas únicas crean un contraste elegante en cualquier ambiente.,"Grande 20 cm, Pequeña 14 cm",300,TRUE,FALSE,,"jarrón, negro, irregular, orgánico, cerámica, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-11-5.jpeg"
jarrones-12,jarrones,Set de 4 Mini Jarrones Negros,"Set de 4 mini jarrones de cerámica color negro estilo minimalista y moderno. Ideal para flores secas, ramitas decorativas o como composición escultural en estantes.","Grande 22 cm, Medianos 14 cm, Pequeño 10 cm",250,TRUE,FALSE,,"jarrón, mini, negro, set, cerámica, minimalista, moderno","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-12.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-12-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-12-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-12-3.jpeg"
jarrones-13,jarrones,Set de 3 Jarrones Beige Irregulares,Set de 3 jarrones de cerámica beige irregulares modernos. Sus tonos cálidos y formas orgánicas aportan calidez y sofisticación a cualquier espacio.,"Grande 22 cm, Mediano 14 cm, Pequeño 13 cm",250,TRUE,FALSE,,"jarrón, beige, irregular, moderno, cerámica, cálido, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-13.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-13-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-13-2.jpeg"
jarrones-14,jarrones,Jarrón Dona Dorado con Negro,"Jarrón de cerámica con forma de dona, acabado mitad dorado mitad negro. Diseño moderno que se roba todas las miradas — ideal como pieza central de decoración.",25.5 cm de altura,185,TRUE,FALSE,,"jarrón, dona, dorado, negro, cerámica, moderno, statement","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-14.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-14-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-14-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-14-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-14-4.jpeg"
jarrones-15,jarrones,Set de 2 Jarrones Cuadrados Texturizados,Set de 2 floreros de cerámica color blanco con forma cuadrada y textura en líneas. Perfectos para todos los espacios y combinan elegantemente en composiciones modernas.,22 cm de altura,300,TRUE,FALSE,,"jarrón, florero, cuadrado, blanco, textura, cerámica, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-15.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-15-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-15-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-15-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-15-4.jpeg"
jarrones-16,jarrones,Set de 2 Floreros Cónicos Blancos,Set de 2 floreros de cerámica color blanco con forma cónica alta. Estilo minimalista perfecto para todos los espacios; ideales para ramos grandes y flores altas.,35 cm de altura,250,TRUE,FALSE,,"florero, cónico, blanco, alto, cerámica, minimalista, set","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-16.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-16-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-16-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/jarrones/jarron-16-3.jpeg"
tablas-queso-01,tablas-queso,Divisor de Bambú Giratorio con Bowls,Divisor de bambú multifuncional giratorio con dos mini bowls cerámicos blancos para servir alimentos o snacks. Ideal para reuniones y sobremesas elegantes.,"25 cm de diámetro, 2 cm de grosor",400,TRUE,FALSE,,"divisor, bambú, giratorio, snacks, bowls, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-1-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-1-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-1-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-1-4.jpeg"
tablas-queso-02,tablas-queso,Tabla de Queso Rectangular con 4 Cuchillos,"Tabla de queso de madera rectangular con su juego de 4 cuchillos de bambú y compartimientos, incluye bowl central. Esencial para servir con elegancia.",40 cm de largo x 23 cm de ancho,275,TRUE,FALSE,,"tabla de queso, cuchillos, madera, compartimientos, servir, rectangular","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-2-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-2-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-2-3.jpeg"
tablas-queso-03,tablas-queso,Tabla de Queso Cuadrada Madera Oscura,"Tabla de queso de madera oscura cuadrada con compartimientos, esencial para servir quesos, snacks o aperitivos con elegancia.",40 cm,400,TRUE,FALSE,,"tabla de queso, madera oscura, cuadrada, compartimientos, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-3-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-3-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-3-3.jpeg"
tablas-queso-04,tablas-queso,Tabla de Queso con Mármol y Cuchillos,Tabla de queso de madera rectangular con sección de mármol integrada y set de cuchillos de bambú. Combinación elegante de materiales para una presentación sofisticada.,40 cm de largo,275,TRUE,FALSE,,"tabla de queso, mármol, cuchillos, bambú, elegante, rectangular","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-4-1.jpeg"
tablas-queso-05,tablas-queso,Tabla de Queso con Sección de Mármol Gris,Tabla de queso de madera clara con inserción de mármol gris y set de cuchillos. Perfecta para servir con estilo moderno y refinado.,40 cm de largo,275,TRUE,FALSE,,"tabla de queso, mármol, gris, cuchillos, moderno, rectangular","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-5-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/tablas_de_queso/tabla-de-queso-5-2.jpeg"
trays-01,trays-bandejas,Try 2 Niveles Rectangular Café Claro,"Try de dos niveles de madera color café claro con manija negra central. Elegante y práctico, úsalo para almacenar artículos u organizar espacios de tu hogar.","47 cm de altura, bandeja grande 41 x 30 cm, bandeja mediana 29 x 22 cm",350,TRUE,FALSE,,"try, 2 niveles, madera, café claro, rectangular, manija","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-1-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-1-2.jpeg"
trays-02,trays-bandejas,Try 2 Niveles Redondo Bambú,Try de dos niveles de madera color café claro con forma redonda y manija negra. Perfecto para servir o almacenar con un toque rústico moderno.,"46 cm de alto, bandeja grande 33 cm, bandeja mediana 23 cm",350,TRUE,FALSE,,"try, 2 niveles, madera, redondo, bambú, café claro","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-2-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-2-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-2-3.jpeg"
trays-03,trays-bandejas,Soporte Decorativo Madera Oscura,Soporte decorativo de madera oscura con base redonda y varilla central. Úsalo como pieza decorativa minimalista o como base para otros elementos.,25 cm de altura,350,TRUE,FALSE,,"soporte, madera oscura, decorativo, minimalista","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-3-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-3-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-3-3.jpeg"
trays-04,trays-bandejas,Mini Try de 2 Niveles Café Oscuro,"Mini try de dos niveles de madera color café oscuro, elegante. Úsalo para almacenar artículos u organizar espacios de tu hogar con un toque cálido y rústico moderno.","25 cm de altura, bandeja grande 20 cm de diámetro, bandeja pequeña 15 cm de diámetro",160,TRUE,FALSE,,"mini try, 2 niveles, madera, café oscuro, rústico, almacenamiento","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-4-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-4-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-4-3.jpeg"
trays-05,trays-bandejas,Mini Try 2 Niveles Madera con Varilla Dorada,"Mini try de dos niveles en madera color café claro, moderno y elegante; varilla central dorada. Puedes utilizarla para almacenar artículos u organizar espacios de tu hogar.","25 cm de alto, plato grande 20 cm de diámetro, plato pequeño 15 cm de diámetro",325,TRUE,FALSE,,"try, mini try, 2 niveles, madera, dorado, café claro, varilla","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-5-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-5-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-5-3.jpeg"
trays-06,trays-bandejas,Try 3 Niveles Pedestal Blanco,Try de tres niveles estilo pedestal en color blanco vintage. Elegante y perfecto para almacenar artículos o exhibir piezas decorativas.,40 cm de alto,350,TRUE,FALSE,,"try, 3 niveles, blanco, vintage, pedestal, cake stand","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-6-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-6-2.jpeg"
trays-07,trays-bandejas,Try 2 Niveles Blanco Vintage,"Try de dos niveles de madera color blanco, estilo vintage y elegante. Puedes utilizarla para almacenar artículos u organizar espacios de tu hogar.","46 cm de alto, plato grande 33 cm de diámetro, plato pequeño 33 cm de diámetro",350,TRUE,FALSE,,"try, 2 niveles, blanco, vintage, manija, elegante","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-8.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-8-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-8-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-8-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-8-4.jpeg"
trays-08,trays-bandejas,Try 3 Niveles Blanco Vintage,"Try de tres niveles de madera color blanco vintage, estilo elegante. Puedes utilizarla para almacenar artículos u organizar espacios de tu hogar.","40 cm de alto, bandeja grande 44 cm x 12 cm de ancho, bandeja mediana 36 cm y bandeja pequeña 29 cm",350,TRUE,FALSE,,"try, 3 niveles, blanco, vintage, elegante, organizador","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-9.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-9-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-9-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-9-3.jpeg"
