id,category,name,description,measure,price,visible,featured,discount,tags,images
trays-09,trays-bandejas,Try 3 Niveles Madera Natural,"Try de tres niveles de madera natural, aspecto rústico y moderno. Perfecta para exhibir macetas, libros o elementos decorativos con estilo natural.","40 cm de alto, bandeja grande 44 cm x 12 cm de ancho, bandeja mediana 36 cm y bandeja pequeña 29 cm",350,TRUE,FALSE,,"try, 3 niveles, madera natural, rústico, decorativa","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-11-5.jpeg"
trays-10,trays-bandejas,Mini Escalera Madera Natural,"Mini escalera decorativa de madera natural estilo rústico. Compacta y versátil, perfecta para rincones pequeños o sobre mesas.","25 cm de altura, bandeja grande 20 cm de diámetro, bandeja pequeña 15 cm de diámetro",160,TRUE,FALSE,,"mini escalera, madera natural, rústico, compacto","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/try-12-5.jpeg"
bandejas-07,trays-bandejas,Bandeja Madera Negra Circular,"Bandeja circular de madera color negro, moderna y elegante. Puedes utilizarla como bandeja de servir o como pieza decorativa minimalista.",30 cm de diámetro,175,TRUE,FALSE,,"bandeja, madera, negro, circular, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-7.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-7-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-7-2.jpeg"
bandejas-10,trays-bandejas,Bandeja Bambú con Divisores y Bowl,"Bandeja redonda de bambú con compartimientos divididos y bowl central cerámico. Ideal para servir snacks, aperitivos o dips en reuniones.",25 cm de diámetro,150,TRUE,FALSE,,"bandeja, bambú, divisores, bowl, servir, snacks","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-10.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-10-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-10-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-10-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-10-4.jpeg"
bandejas-13,trays-bandejas,Bandeja de Acrílico Azul con Borde Dorado,"Bandeja de acrílico color azul con borde dorado, moderna y elegante. Perfecta para servir o como pieza central decorativa con un acento statement.",33 cm de diámetro x 4 cm de altura,200,TRUE,FALSE,,"bandeja, acrílico, azul, dorado, servir, statement","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-13-6.jpeg"
bandejas-14,trays-bandejas,Bandeja Madera Circular Natural,"Bandeja de madera circular en tono natural, moderna y elegante. Úsala para servir o para almacenar artículos con un estilo orgánico y cálido.",32 cm de circunferencia,175,TRUE,FALSE,,"bandeja, madera, circular, natural, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-14-7.jpeg"
bandejas-15,trays-bandejas,Bandeja Acrílico Cuadrada con Peonías,"Bandeja de acrílico cuadrada con diseño estampado de peonías azules y blancas. Moderna y elegante, úsala para servir o almacenar con un toque floral y sofisticado.",40 cm de largo,300,TRUE,FALSE,,"bandeja, acrílico, cuadrada, peonías, azul, floral, estampada","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-15-5.jpeg"
bandejas-16,trays-bandejas,Bandeja Metal Negra con Borde Decorativo,"Bandeja de metal color negro con borde en relieve decorativo. Moderna y elegante, úsala como bandeja de servir o como pieza decorativa central.",30 cm de diámetro,250,TRUE,FALSE,,"bandeja, metal, negro, borde decorativo, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-16-6.jpeg"
bandejas-17,trays-bandejas,Bandeja Rectangular Madera Rojiza,"Bandeja rectangular de madera rojiza con asas laterales. Elegante y versátil, perfecta para servir o exhibir piezas con un estilo clásico cálido.",40 cm de largo x 30 cm de ancho,225,TRUE,FALSE,,"bandeja, madera, rojiza, rectangular, asas, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-17.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-17-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-17-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-17-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-17-5.jpeg"
bandejas-18,trays-bandejas,Bandeja Redonda Blanca,"Bandeja redonda de madera con acabado blanco, elegante y minimalista. Úsala para servir o como pieza decorativa con un estilo limpio y luminoso.",40 cm de diámetro,300,TRUE,FALSE,,"bandeja, blanca, redonda, minimalista, madera","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-18-7.jpeg"
bandejas-19,utensilios-decoracion,Tenedores Acero Inoxidable Color Dorado,Tenedores de acero inoxidable con acabado color dorado. Resistentes y elegantes para la mesa diaria o reuniones especiales.,"Acero inoxidable, acabado dorado",200,TRUE,FALSE,,"tenedor, acero inoxidable, dorado, cubiertos, mesa, elegante","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-19.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-19-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-19-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-19-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-19-4.jpeg"
bandejas-23,trays-bandejas,Pedestal de Madera Rectangular,Pedestal elevado de madera rectangular para servir o exhibir. Eleva cualquier presentación con un toque elegante y moderno.,32 cm de largo,250,TRUE,FALSE,,"pedestal, madera, elevado, servir, exhibir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-6.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-23-7.jpeg"
bandejas-24,trays-bandejas,Bandeja Redonda Grabada Rústica Giratoria,"Bandeja redonda de madera con grabados decorativos y base giratoria. Estilo rústico y artesanal; ideal para servir quesos, aperitivos o como centro de mesa.",25 cm de diámetro,180,TRUE,FALSE,,"bandeja, madera, grabada, rústico, giratoria, redonda, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-24.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-24-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-24-2.jpeg"
bandejas-25,trays-bandejas,Try 2 Niveles Redondo Blanco Vintage,Try de dos niveles en madera blanca vintage con manija negra y base redonda. Perfecto para almacenar o exhibir artículos con estilo shabby chic.,40 cm de altura,325,TRUE,FALSE,,"try, 2 niveles, blanco, vintage, redondo, manija, shabby chic","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-25-5.jpeg"
bandejas-26,trays-bandejas,Bandeja Estilo Vintage Rectangular,"Bandeja rectangular con aire vintage, ideal para servir, organizar o como pieza decorativa en mesa o aparador.",40 cm de largo x 30 cm de ancho,250,TRUE,FALSE,,"bandeja, rectangular, vintage, servir, decoración, mesa","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26-4.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26-5.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-26-6.jpeg"
bandejas-27,trays-bandejas,Bandeja Giratoria Dorada con Base Madera,"Bandeja giratoria de metal dorado con base de madera, moderna y elegante. Úsala para servir o almacenar artículos con un acento glamoroso.",20 cm de circunferencia,200,TRUE,FALSE,,"bandeja, giratoria, dorada, madera, servir, glam","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-27.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-27-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-27-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-27-3.jpeg"
bandejas-28,trays-bandejas,Bandeja Ovalada Madera Natural,"Bandeja ovalada de madera natural con acabado cálido. Elegante y versátil, perfecta para servir con un estilo clásico y orgánico.",35 cm de largo,250,TRUE,FALSE,,"bandeja, ovalada, madera, natural, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-28.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-28-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-28-2.jpeg"
bandejas-29,trays-bandejas,Bandeja Redonda Madera con Borde Tallado,"Bandeja redonda de madera con borde tallado en relieve. Estilo rústico artesanal, perfecta para servir o como pieza central decorativa.",32 cm de diámetro,225,TRUE,FALSE,,"bandeja, redonda, madera, tallada, rústico, artesanal","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-29.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-29-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-29-2.jpeg"
bandejas-30,trays-bandejas,Bandeja Giratoria Color Durazno,"Bandeja giratoria redonda en color durazno cálido. Moderna y acogedora, perfecta para servir o exhibir plantas y piezas decorativas.",30 cm de diámetro,200,TRUE,FALSE,,"bandeja, giratoria, durazno, redonda, cálido","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-30.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-30-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-30-2.jpeg"
bandejas-hoja,trays-bandejas,Bandeja Decorativa Hoja Amarilla,"Bandeja decorativa de MDF en forma de hoja color amarillo, ideal para almacenar pequeños artículos con un toque de color y elegancia natural.",49 cm de largo x 18 cm de ancho,160,TRUE,FALSE,,"bandeja, hoja, amarillo, MDF, decorativa, natural","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-de-hoja-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-de-hoja-1-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-de-hoja-1-2.jpeg"
bandejas-ovalada,trays-bandejas,Set de Bandejas Ovaladas Texturizadas,Set de 2 bandejas ovaladas decorativas con textura estriada en acabado dorado-negro. Ideales para almacenar pequeños artículos con un aire elegante y moderno.,"Grande 40 cm, Pequeña 29 cm de largo",200,TRUE,FALSE,,"bandeja, ovalada, set, dorada, texturizada, MDF","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-ovalada-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-ovalada-2-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-ovalada-2-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-ovalada-2-4.jpeg"
bandejas-giratoria-divisor,trays-bandejas,Bandeja Giratoria con Divisor de Madera,Bandeja giratoria circular con divisor de madera: dos usos en uno — ideal para pastel o para servir botanas y snacks compartidos en la mesa.,33 cm de diámetro,160,TRUE,FALSE,,"bandeja, giratoria, divisor, madera, pastel, botanas, servir","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-giratoria-con-divisor-21.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-giratoria-con-divisor-21-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-giratoria-con-divisor-21-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-giratoria-con-divisor-21-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/bandeja-giratoria-con-divisor-21-4.jpeg"
tablas-madera-20,trays-bandejas,Set de 3 Tablas de Madera Rectangulares,"Set de 3 tablas de madera rectangulares con grabados de marca. Perfectas para servir, picar o usar como tabla decorativa en la cocina.",,275,TRUE,FALSE,,"tabla, madera, rectangular, set, grabada, cocina","https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/tablas-de-madera-20.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/tablas-de-madera-20-1.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/tablas-de-madera-20-2.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/tablas-de-madera-20-3.jpeg, https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/try_tablas_bandejas/tablas-de-madera-20-4.jpeg"
baja-platos-01,baja-platos,Set de 6 Baja Platos Dorados,Set de 6 baja platos decorativos para mesa en color dorado. Aportan elegancia instantánea a tu mesa y transforman cualquier comida en una ocasión especial.,32 cm,200,TRUE,FALSE,,"baja platos, dorado, set, mesa, elegante",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-01.jpeg
baja-platos-02,baja-platos,Set de 6 Baja Platos Dorados de Puntos,Set de 6 baja platos decorativos para mesa dorados con diseño de puntos. Aportan elegancia instantánea con un toque de textura moderna.,33 cm,200,TRUE,FALSE,,"baja platos, dorado, puntos, set, textura",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-02.jpeg
baja-platos-03,baja-platos,Set de 6 Baja Platos Dorados Tejidos,Set de 6 baja platos decorativos para mesa dorados con diseño tejido. Elegancia artesanal que se convierte en el detalle que todos notan.,33 cm,200,TRUE,FALSE,,"baja platos, dorado, tejido, set, artesanal",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-03.jpeg
baja-platos-04,baja-platos,Set de 6 Baja Platos Dorados Clásicos,Set de 6 baja platos decorativos estilo clásico en color dorado. Aporta elegancia instantánea con un diseño atemporal.,35 cm,200,TRUE,FALSE,,"baja platos, dorado, clásico, set, elegante",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-04.jpeg
baja-platos-05,baja-platos,Set de 6 Baja Platos Blancos con Puntos,Set de 6 baja platos decorativos blancos con puntos. Aportan frescura y elegancia instantánea a tu mesa con un estilo limpio y moderno.,33 cm,200,TRUE,FALSE,,"baja platos, blanco, puntos, set, moderno",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-05.jpeg
baja-platos-06,baja-platos,Set de 6 Baja Platos Grises,Set de 6 baja platos decorativos para mesa color gris. Aportan elegancia instantánea con un toque sobrio y contemporáneo.,32 cm,200,TRUE,FALSE,,"baja platos, gris, set, sobrio, contemporáneo",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-06.jpeg
baja-platos-07,baja-platos,Set de 5 Baja Platos de Paja de Maíz,"Set de 5 baja platos decorativos de paja de maíz tejida. Aportan un estilo natural y cálido, perfecto para mesas con alma boho o farmhouse.",38 cm,250,TRUE,FALSE,,"baja platos, paja de maíz, natural, boho, farmhouse, set",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-07.jpeg
baja-platos-08,baja-platos,Set de 6 Baja Platos de Mimbre,"Set de 6 baja platos decorativos de mimbre. Aportan elegancia rústica y natural a tu mesa, perfectos para almuerzos al aire libre.",32 cm,200,TRUE,FALSE,,"baja platos, mimbre, rústico, natural, set",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/baja-platos/baja-platos-08.jpeg
candeleros-01,candeleros,Set de Candeleros Hierro Forjado Negro,"Set de candeleros de hierro forjado color negro con diseño único, moderno y elegante. Perfectos para crear ambientes cálidos y dramáticos.","Grande 32 cm, Mediano 29 cm, Pequeño 23 cm, diámetro de velas 3 cm",300,TRUE,FALSE,,"candelero, hierro forjado, negro, set, moderno",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/candeleros/candeleros-01.jpeg
candeleros-02,candeleros,Set de Candeleros Metal Bronce,"Set de candeleros de metal color bronce con diseño único, moderno y elegante. Añade un toque cálido y acogedor a cualquier espacio.","Grande 24 cm, Mediano 19 cm, Pequeño 13 cm, diámetro de velas 2 cm",200,TRUE,FALSE,,"candelero, metal, bronce, set, cálido",https://klugsystem-public-storage.s3.us-east-1.amazonaws.com/sweethome/assets/images/candeleros/candeleros-02.jpeg
